U Petnika;Pred Menzou;Matematiku;Fyziku;Radioelektronicka;Elektromagnetickeho pole;Mikroelektronicka;Studentska;Paterova;Nosterova;U Zavrene skoly;U Bufetu;Knihovnicka;Dekanat;Rektorat;Studijni odd.
{b;Ayrton Senna;30820;30640;30520;30400;30280;30180;30060;29980;29890;29810;29740;29620;29460;29330;29220;29100}
{b;Jim Clark;31720;31540;31420;31300;31180;31080;30960;30880;30790;30710;30640;30520;30360;30230;30120;30000}
{b;John Surtees;32620;32440;32320;32200;32080;31980;31860;31780;31690;31610;31540;31420;31260;31130;31020;30900}
{b;Niki Lauda;33520;33340;33220;33100;32980;32880;32760;32680;32590;32510;32440;32320;32160;32030;31920;31800}
{b;Jackie Stewart;34420;34240;34120;34000;33880;33780;33660;33580;33490;33410;33340;33220;33060;32930;32820;32700}
{b;Nelson Piquet;35320;35140;35020;34900;34780;34680;34560;34480;34390;34310;34240;34120;33960;33830;33720;33600}
{b;Emerson Fittipaldi;36220;36040;35920;35800;35680;35580;35460;35380;35290;35210;35140;35020;34860;34730;34620;34500}
{b;Graham Hill;37120;36940;36820;36700;36580;36480;36360;36280;36190;36110;36040;35920;35760;35630;35520;35400}
{b;Jochen Rindt;38020;37840;37720;37600;37480;37380;37260;37180;37090;37010;36940;36820;36660;36530;36420;36300}
{b;Keke Rosberg;39820;39640;39520;39400;39280;39180;39060;38980;38890;38810;38740;38620;38460;38330;38220;38100}
{b;James Hunt;41620;41440;41320;41200;41080;40980;40860;40780;40690;40610;40540;40420;40260;40130;40020;39900}
{b;Ayrton Senna;43420;43240;43120;43000;42880;42780;42660;42580;42490;42410;42340;42220;42060;41930;41820;41700}
{b;Jack Brabham;45220;45040;44920;44800;44680;44580;44460;44380;44290;44210;44140;44020;43860;43730;43620;43500}
{b;Jackie Stewart;47020;46840;46720;46600;46480;46380;46260;46180;46090;46010;45940;45820;45660;45530;45420;45300}
{b;Niki Lauda;48820;48640;48520;48400;48280;48180;48060;47980;47890;47810;47740;47620;47460;47330;47220;47100}
{b;John Surtees;50620;50440;50320;50200;50080;49980;49860;49780;49690;49610;49540;49420;49260;49130;49020;48900}
{b;Emerson Fittipaldi;52420;52240;52120;52000;51880;51780;51660;51580;51490;51410;51340;51220;51060;50930;50820;50700}
{b;Nelson Piquet;54220;54040;53920;53800;53680;53580;53460;53380;53290;53210;53140;53020;52860;52730;52620;52500}
{b;Jim Clark;56020;55840;55720;55600;55480;55380;55260;55180;55090;55010;54940;54820;54660;54530;54420;54300}
{b;Jochen Rindt;56920;56740;56620;56500;56380;56280;56160;56080;55990;55910;55840;55720;55560;55430;55320;55200}
{b;Graham Hill;57820;57640;57520;57400;57280;57180;57060;56980;56890;56810;56740;56620;56460;56330;56220;56100}
{b;Ayrton Senna;58720;58540;58420;58300;58180;58080;57960;57880;57790;57710;57640;57520;57360;57230;57120;57000}
{b;Keke Rosberg;59620;59440;59320;59200;59080;58980;58860;58780;58690;58610;58540;58420;58260;58130;58020;57900}
{b;Jack Brabham;60520;60340;60220;60100;59980;59880;59760;59680;59590;59510;59440;59320;59160;59030;58920;58800}
{b;Jackie Stewart;61420;61240;61120;61000;60880;60780;60660;60580;60490;60410;60340;60220;60060;59930;59820;59700}
{b;Niki Lauda;62320;62140;62020;61900;61780;61680;61560;61480;61390;61310;61240;61120;60960;60830;60720;60600}
{b;James Hunt;63220;63040;62920;62800;62680;62580;62460;62380;62290;62210;62140;62020;61860;61730;61620;61500}
{b;Emerson Fittipaldi;64120;63940;63820;63700;63580;63480;63360;63280;63190;63110;63040;62920;62760;62630;62520;62400}
{b;John Surtees;65020;64840;64720;64600;64480;64380;64260;64180;64090;64010;63940;63820;63660;63530;63420;63300}
{b;Nelson Piquet;65920;65740;65620;65500;65380;65280;65160;65080;64990;64910;64840;64720;64560;64430;64320;64200}
{b;Jochen Rindt;66820;66640;66520;66400;66280;66180;66060;65980;65890;65810;65740;65620;65460;65330;65220;65100}
{b;Keke Rosberg;67720;67540;67420;67300;67180;67080;66960;66880;66790;66710;66640;66520;66360;66230;66120;66000}
{b;Graham Hill;68620;68440;68320;68200;68080;67980;67860;67780;67690;67610;67540;67420;67260;67130;67020;66900}
{b;Ayrton Senna;69520;69340;69220;69100;68980;68880;68760;68680;68590;68510;68440;68320;68160;68030;67920;67800}
{b;Jim Clark;70420;70240;70120;70000;69880;69780;69660;69580;69490;69410;69340;69220;69060;68930;68820;68700}
{b;Jackie Stewart;72220;72040;71920;71800;71680;71580;71460;71380;71290;71210;71140;71020;70860;70730;70620;70500}
{b;Niki Lauda;74020;73840;73720;73600;73480;73380;73260;73180;73090;73010;72940;72820;72660;72530;72420;72300}
{b;Jack Brabham;75820;75640;75520;75400;75280;75180;75060;74980;74890;74810;74740;74620;74460;74330;74220;74100}
{b;Emerson Fittipaldi;77620;77440;77320;77200;77080;76980;76860;76780;76690;76610;76540;76420;76260;76130;76020;75900}
{b;John Surtees;79420;79240;79120;79000;78880;78780;78660;78580;78490;78410;78340;78220;78060;77930;77820;77700}
{b;James Hunt;81220;81040;80920;80800;80680;80580;80460;80380;80290;80210;80140;80020;79860;79730;79620;79500}
{b;Nelson Piquet;83020;82840;82720;82600;82480;82380;82260;82180;82090;82010;81940;81820;81660;81530;81420;81300}
{b;Graham Hill;84820;84640;84520;84400;84280;84180;84060;83980;83890;83810;83740;83620;83460;83330;83220;83100}
#####
Italska;Desinfekcni;Lihovar;Za Filtrem;Testovaci;Respiratoru;Petrackovo namesti;Ochrannych stitu;U Zavrene skoly;Prymulova;Remdesivirova;Svepomoci;Infekcni;Na Ventilaci;V Karantene;Spanelska
{f;Kimi Raikkonen;14220;14400;14580;14760;14940;15060;15180;15300;15420;15540;15660;15790;15920;16050;16180;16310}
{f;Jacques Villeneuve;15720;15900;16080;16260;16440;16560;16680;16800;16920;17040;17160;17290;17420;17550;17680;17810}
{f;Jenson Button;17220;17400;17580;17760;17940;18060;18180;18300;18420;18540;18660;18790;18920;19050;19180;19310}
{f;Nico Rosberg;18720;18900;19080;19260;19440;19560;19680;19800;19920;20040;20160;20290;20420;20550;20680;20810}
{f;Damon Hill;20220;20400;20580;20760;20940;21060;21180;21300;21420;21540;21660;21790;21920;22050;22180;22310}
{f;Nigel Mansell;21720;21900;22080;22260;22440;22560;22680;22800;22920;23040;23160;23290;23420;23550;23680;23810}
{f;Sebastian Vettel;22920;23100;23280;23460;23640;23760;23880;24000;24120;24240;24360;24490;24620;24750;24880;25010}
{f;Mika Hakkinen;24120;24300;24480;24660;24840;24960;25080;25200;25320;25440;25560;25690;25820;25950;26080;26210}
{f;Michael Schumacher;25320;25500;25680;25860;26040;26160;26280;26400;26520;26640;26760;26890;27020;27150;27280;27410}
{f;Alain Prost;26520;26700;26880;27060;27240;27360;27480;27600;27720;27840;27960;28090;28220;28350;28480;28610}
{f;Fernando Alonso;27720;27900;28080;28260;28440;28560;28680;28800;28920;29040;29160;29290;29420;29550;29680;29810}
{f;Lewis Hamilton;28920;29100;29280;29460;29640;29760;29880;30000;30120;30240;30360;30490;30620;30750;30880;31010}
{f;Jacques Villeneuve;30120;30300;30480;30660;30840;30960;31080;31200;31320;31440;31560;31690;31820;31950;32080;32210}
{f;Kimi Raikkonen;31320;31500;31680;31860;32040;32160;32280;32400;32520;32640;32760;32890;33020;33150;33280;33410}
{f;Jenson Button;32520;32700;32880;33060;33240;33360;33480;33600;33720;33840;33960;34090;34220;34350;34480;34610}
{f;Damon Hill;33720;33900;34080;34260;34440;34560;34680;34800;34920;35040;35160;35290;35420;35550;35680;35810}
{f;Nigel Mansell;34920;35100;35280;35460;35640;35760;35880;36000;36120;36240;36360;36490;36620;36750;36880;37010}
{f;Nico Rosberg;36120;36300;36480;36660;36840;36960;37080;37200;37320;37440;37560;37690;37820;37950;38080;38210}
{f;Sebastian Vettel;37320;37500;37680;37860;38040;38160;38280;38400;38520;38640;38760;38890;39020;39150;39280;39410}
{f;Fernando Alonso;38520;38700;38880;39060;39240;39360;39480;39600;39720;39840;39960;40090;40220;40350;40480;40610}
{f;Alain Prost;40020;40200;40380;40560;40740;40860;40980;41100;41220;41340;41460;41590;41720;41850;41980;42110}
{f;Mika Hakkinen;41520;41700;41880;42060;42240;42360;42480;42600;42720;42840;42960;43090;43220;43350;43480;43610}
{f;Jacques Villeneuve;43020;43200;43380;43560;43740;43860;43980;44100;44220;44340;44460;44590;44720;44850;44980;45110}
{f;Michael Schumacher;44520;44700;44880;45060;45240;45360;45480;45600;45720;45840;45960;46090;46220;46350;46480;46610}
{f;Kimi Raikkonen;46020;46200;46380;46560;46740;46860;46980;47100;47220;47340;47460;47590;47720;47850;47980;48110}
{f;Lewis Hamilton;47520;47700;47880;48060;48240;48360;48480;48600;48720;48840;48960;49090;49220;49350;49480;49610}
{f;Nigel Mansell;49020;49200;49380;49560;49740;49860;49980;50100;50220;50340;50460;50590;50720;50850;50980;51110}
{f;Nico Rosberg;50520;50700;50880;51060;51240;51360;51480;51600;51720;51840;51960;52090;52220;52350;52480;52610}
{f;Fernando Alonso;52020;52200;52380;52560;52740;52860;52980;53100;53220;53340;53460;53590;53720;53850;53980;54110}
{f;Damon Hill;53520;53700;53880;54060;54240;54360;54480;54600;54720;54840;54960;55090;55220;55350;55480;55610}
{f;Sebastian Vettel;54720;54900;55080;55260;55440;55560;55680;55800;55920;56040;56160;56290;56420;56550;56680;56810}
{f;Jenson Button;55920;56100;56280;56460;56640;56760;56880;57000;57120;57240;57360;57490;57620;57750;57880;58010}
{f;Jacques Villeneuve;57120;57300;57480;57660;57840;57960;58080;58200;58320;58440;58560;58690;58820;58950;59080;59210}
{f;Alain Prost;58320;58500;58680;58860;59040;59160;59280;59400;59520;59640;59760;59890;60020;60150;60280;60410}
{f;Kimi Raikkonen;59520;59700;59880;60060;60240;60360;60480;60600;60720;60840;60960;61090;61220;61350;61480;61610}
{f;Michael Schumacher;60720;60900;61080;61260;61440;61560;61680;61800;61920;62040;62160;62290;62420;62550;62680;62810}
{f;Mika Hakkinen;61920;62100;62280;62460;62640;62760;62880;63000;63120;63240;63360;63490;63620;63750;63880;64010}
{f;Lewis Hamilton;63120;63300;63480;63660;63840;63960;64080;64200;64320;64440;64560;64690;64820;64950;65080;65210}
{f;Nico Rosberg;64320;64500;64680;64860;65040;65160;65280;65400;65520;65640;65760;65890;66020;66150;66280;66410}
{f;Nigel Mansell;65520;65700;65880;66060;66240;66360;66480;66600;66720;66840;66960;67090;67220;67350;67480;67610}
{f;Fernando Alonso;66720;66900;67080;67260;67440;67560;67680;67800;67920;68040;68160;68290;68420;68550;68680;68810}
{f;Sebastian Vettel;67920;68100;68280;68460;68640;68760;68880;69000;69120;69240;69360;69490;69620;69750;69880;70010}
{f;Jacques Villeneuve;69120;69300;69480;69660;69840;69960;70080;70200;70320;70440;70560;70690;70820;70950;71080;71210}
{f;Jenson Button;70320;70500;70680;70860;71040;71160;71280;71400;71520;71640;71760;71890;72020;72150;72280;72410}
{f;Damon Hill;72720;72900;73080;73260;73440;73560;73680;73800;73920;74040;74160;74290;74420;74550;74680;74810}
{f;Alain Prost;75120;75300;75480;75660;75840;75960;76080;76200;76320;76440;76560;76690;76820;76950;77080;77210}
{f;Michael Schumacher;77520;77700;77880;78060;78240;78360;78480;78600;78720;78840;78960;79090;79220;79350;79480;79610}
{f;Lewis Hamilton;79920;80100;80280;80460;80640;80760;80880;81000;81120;81240;81360;81490;81620;81750;81880;82010}
{b;Sebastian Vettel;16730;16550;16370;16190;16010;15890;15770;15650;15530;15410;15290;15160;15030;14900;14770;14640}
{b;Mika Hakkinen;18230;18050;17870;17690;17510;17390;17270;17150;17030;16910;16790;16660;16530;16400;16270;16140}
{b;Alain Prost;19730;19550;19370;19190;19010;18890;18770;18650;18530;18410;18290;18160;18030;17900;17770;17640}
{b;Michael Schumacher;21230;21050;20870;20690;20510;20390;20270;20150;20030;19910;19790;19660;19530;19400;19270;19140}
{b;Fernando Alonso;22730;22550;22370;22190;22010;21890;21770;21650;21530;21410;21290;21160;21030;20900;20770;20640}
{b;Lewis Hamilton;24230;24050;23870;23690;23510;23390;23270;23150;23030;22910;22790;22660;22530;22400;22270;22140}
{b;Kimi Raikkonen;25430;25250;25070;24890;24710;24590;24470;24350;24230;24110;23990;23860;23730;23600;23470;23340}
{b;Jacques Villeneuve;26630;26450;26270;26090;25910;25790;25670;25550;25430;25310;25190;25060;24930;24800;24670;24540}
{b;Jenson Button;27830;27650;27470;27290;27110;26990;26870;26750;26630;26510;26390;26260;26130;26000;25870;25740}
{b;Damon Hill;29030;28850;28670;28490;28310;28190;28070;27950;27830;27710;27590;27460;27330;27200;27070;26940}
{b;Nico Rosberg;30230;30050;29870;29690;29510;29390;29270;29150;29030;28910;28790;28660;28530;28400;28270;28140}
{b;Nigel Mansell;31430;31250;31070;30890;30710;30590;30470;30350;30230;30110;29990;29860;29730;29600;29470;29340}
{b;Sebastian Vettel;32630;32450;32270;32090;31910;31790;31670;31550;31430;31310;31190;31060;30930;30800;30670;30540}
{b;Mika Hakkinen;33830;33650;33470;33290;33110;32990;32870;32750;32630;32510;32390;32260;32130;32000;31870;31740}
{b;Alain Prost;35030;34850;34670;34490;34310;34190;34070;33950;33830;33710;33590;33460;33330;33200;33070;32940}
{b;Fernando Alonso;36230;36050;35870;35690;35510;35390;35270;35150;35030;34910;34790;34660;34530;34400;34270;34140}
{b;Jacques Villeneuve;37430;37250;37070;36890;36710;36590;36470;36350;36230;36110;35990;35860;35730;35600;35470;35340}
{b;Michael Schumacher;38630;38450;38270;38090;37910;37790;37670;37550;37430;37310;37190;37060;36930;36800;36670;36540}
{b;Kimi Raikkonen;39830;39650;39470;39290;39110;38990;38870;38750;38630;38510;38390;38260;38130;38000;37870;37740}
{b;Lewis Hamilton;41030;40850;40670;40490;40310;40190;40070;39950;39830;39710;39590;39460;39330;39200;39070;38940}
{b;Nigel Mansell;42530;42350;42170;41990;41810;41690;41570;41450;41330;41210;41090;40960;40830;40700;40570;40440}
{b;Nico Rosberg;44030;43850;43670;43490;43310;43190;43070;42950;42830;42710;42590;42460;42330;42200;42070;41940}
{b;Damon Hill;45530;45350;45170;44990;44810;44690;44570;44450;44330;44210;44090;43960;43830;43700;43570;43440}
{b;Fernando Alonso;47030;46850;46670;46490;46310;46190;46070;45950;45830;45710;45590;45460;45330;45200;45070;44940}
{b;Jenson Button;48530;48350;48170;47990;47810;47690;47570;47450;47330;47210;47090;46960;46830;46700;46570;46440}
{b;Sebastian Vettel;50030;49850;49670;49490;49310;49190;49070;48950;48830;48710;48590;48460;48330;48200;48070;47940}
{b;Alain Prost;51530;51350;51170;50990;50810;50690;50570;50450;50330;50210;50090;49960;49830;49700;49570;49440}
{b;Mika Hakkinen;53030;52850;52670;52490;52310;52190;52070;51950;51830;51710;51590;51460;51330;51200;51070;50940}
{b;Jacques Villeneuve;54530;54350;54170;53990;53810;53690;53570;53450;53330;53210;53090;52960;52830;52700;52570;52440}
{b;Kimi Raikkonen;56030;55850;55670;55490;55310;55190;55070;54950;54830;54710;54590;54460;54330;54200;54070;53940}
{b;Lewis Hamilton;57230;57050;56870;56690;56510;56390;56270;56150;56030;55910;55790;55660;55530;55400;55270;55140}
{b;Michael Schumacher;58430;58250;58070;57890;57710;57590;57470;57350;57230;57110;56990;56860;56730;56600;56470;56340}
{b;Nigel Mansell;59630;59450;59270;59090;58910;58790;58670;58550;58430;58310;58190;58060;57930;57800;57670;57540}
{b;Nico Rosberg;60830;60650;60470;60290;60110;59990;59870;59750;59630;59510;59390;59260;59130;59000;58870;58740}
{b;Fernando Alonso;62030;61850;61670;61490;61310;61190;61070;60950;60830;60710;60590;60460;60330;60200;60070;59940}
{b;Damon Hill;63230;63050;62870;62690;62510;62390;62270;62150;62030;61910;61790;61660;61530;61400;61270;61140}
{b;Sebastian Vettel;64430;64250;64070;63890;63710;63590;63470;63350;63230;63110;62990;62860;62730;62600;62470;62340}
{b;Jacques Villeneuve;65630;65450;65270;65090;64910;64790;64670;64550;64430;64310;64190;64060;63930;63800;63670;63540}
{b;Jenson Button;66830;66650;66470;66290;66110;65990;65870;65750;65630;65510;65390;65260;65130;65000;64870;64740}
{b;Alain Prost;68030;67850;67670;67490;67310;67190;67070;66950;66830;66710;66590;66460;66330;66200;66070;65940}
{b;Michael Schumacher;69230;69050;68870;68690;68510;68390;68270;68150;68030;67910;67790;67660;67530;67400;67270;67140}
{b;Mika Hakkinen;70430;70250;70070;69890;69710;69590;69470;69350;69230;69110;68990;68860;68730;68600;68470;68340}
{b;Lewis Hamilton;71630;71450;71270;71090;70910;70790;70670;70550;70430;70310;70190;70060;69930;69800;69670;69540}
{b;Kimi Raikkonen;72830;72650;72470;72290;72110;71990;71870;71750;71630;71510;71390;71260;71130;71000;70870;70740}
{b;Nico Rosberg;75230;75050;74870;74690;74510;74390;74270;74150;74030;73910;73790;73660;73530;73400;73270;73140}
{b;Fernando Alonso;77630;77450;77270;77090;76910;76790;76670;76550;76430;76310;76190;76060;75930;75800;75670;75540}
{b;Nigel Mansell;80030;79850;79670;79490;79310;79190;79070;78950;78830;78710;78590;78460;78330;78200;78070;77940}
{b;Sebastian Vettel;82430;82250;82070;81890;81710;81590;81470;81350;81230;81110;80990;80860;80730;80600;80470;80340}
#####
Vitkov;Dobesova alej;Navratilova;Nentvichova;Studentska;Patova trida;Petrackovo namesti;Pani Vyborne;Maternovy sady
{f;Alberto Ascari;17100;17235;17370;17505;17640;17775;17910;18045;18180}
{f;Juan M. Fangio;19500;19635;19770;19905;20040;20175;20310;20445;20580}
{f;Giuseppe Farina;21900;22035;22170;22305;22440;22575;22710;22845;22980}
{f;Jody Scheckter;23100;23235;23370;23505;23640;23775;23910;24045;24180}
{f;Alan Jones;24300;24435;24570;24705;24840;24975;25110;25245;25380}
{f;Mike Hawthorn;25500;25635;25770;25905;26040;26175;26310;26445;26580}
{f;Denny Hulme;26700;26835;26970;27105;27240;27375;27510;27645;27780}
{f;Alberto Ascari;27900;28035;28170;28305;28440;28575;28710;28845;28980}
{f;Mario Andretti;29100;29235;29370;29505;29640;29775;29910;30045;30180}
{f;Phil Hill;30300;30435;30570;30705;30840;30975;31110;31245;31380}
{f;Jody Scheckter;31500;31635;31770;31905;32040;32175;32310;32445;32580}
{f;Giuseppe Farina;32700;32835;32970;33105;33240;33375;33510;33645;33780}
{f;Alan Jones;33900;34035;34170;34305;34440;34575;34710;34845;34980}
{f;Denny Hulme;35100;35235;35370;35505;35640;35775;35910;36045;36180}
{f;Phil Hill;37500;37635;37770;37905;38040;38175;38310;38445;38580}
{f;Mike Hawthorn;39900;40035;40170;40305;40440;40575;40710;40845;40980}
{f;Alberto Ascari;42300;42435;42570;42705;42840;42975;43110;43245;43380}
{f;Juan M. Fangio;44700;44835;44970;45105;45240;45375;45510;45645;45780}
{f;Mario Andretti;47100;47235;47370;47505;47640;47775;47910;48045;48180}
{f;Giuseppe Farina;49500;49635;49770;49905;50040;50175;50310;50445;50580}
{f;Denny Hulme;51900;52035;52170;52305;52440;52575;52710;52845;52980}
{f;Alan Jones;54300;54435;54570;54705;54840;54975;55110;55245;55380}
{f;Phil Hill;56700;56835;56970;57105;57240;57375;57510;57645;57780}
{f;Alberto Ascari;57900;58035;58170;58305;58440;58575;58710;58845;58980}
{f;Mike Hawthorn;59100;59235;59370;59505;59640;59775;59910;60045;60180}
{f;Jody Scheckter;60300;60435;60570;60705;60840;60975;61110;61245;61380}
